survey_date,survey_start,deviceid,end_survey,instance_name,audit,enumerator_id,upazilla_name,union_name,intro_text,informed_consent,respondent_age,gps_reading,_gps_reading_latitude,_gps_reading_longitude,_uuid,_index
08/09/2019,2019-09-08T14:07:14.671+06:00,3.52083E+14,2019-09-08T14:50:03.511+06:00,c45e4c43-3a49-45b2-aa39-ed1df8bd8a9b,,42,teknaf,teknaf_pourasabha,,yes,25,20.859438686925202 92.2984194157741 -47.18067302494481 4.0,20.85943869,92.29841942,uuid_279,279
07/08/2019,2019-08-07T11:18:41.575+06:00,8.63956E+14,2019-08-07T11:44:33.366+06:00,d3d5e596-f17d-4af6-b8d5-ece5d86e3946,,3055,teknaf,baharchara,,yes,75,21.050406666666664 92.17003000000001 -2.6 4.7,21.05040667,92.17003,uuid_280,280
09/09/2019,2019-09-09T12:16:02.365+06:00,8.63956E+14,2019-09-09T13:00:54.245+06:00,225c36e9-9de5-4a87-b06e-61cfca3ac1bc,,80,teknaf,teknaf_pourasabha,,yes,30,20.863676666666667 92.28361666666666 17.1 5.0,20.86367667,92.28361667,uuid_281,281
18/08/2019,2019-08-18T11:32:04.904+06:00,8.63956E+14,2019-08-18T12:17:14.815+06:00,abb4e97d-fead-49be-a17a-ca89c657a9e9,,91,teknaf,whykong,,yes,30,21.105863333333332 92.20632833333333 51.6 4.9,21.10586333,92.20632833,uuid_282,282
07/08/2019,2019-08-07T14:31:20.680+06:00,8.63956E+14,2019-08-07T15:10:46.445+06:00,24b4c7c5-519e-465b-9bbb-badc5b2fef68,,3066,teknaf,teknaf,,yes,25,20.90142166666667 92.238455 7.6 4.9,20.90142167,92.238455,uuid_283,283
17/08/2019,2019-08-17T11:04:13.251+06:00,8.63956E+14,2019-08-17T11:41:12.855+06:00,fd192b18-3a26-4974-9837-4325b2150d49,,18,teknaf,nhilla,,yes,50,21.02722833333333 92.23425166666667 -29.8 4.9,21.02722833,92.23425167,uuid_284,284
28/08/2019,2019-08-28T09:23:10.820+06:00,8.63956E+14,2019-08-28T10:07:44.894+06:00,de5f37f7-22e0-42b6-bb23-0b0eae31872d,,25,ukhiya,jalia_palong,,yes,60,21.28601833333333 92.05221833333331 9.9 4.9,21.28601833,92.05221833,uuid_285,285
21/08/2019,2019-08-21T13:39:56.657+06:00,8.63956E+14,2019-08-21T14:23:10.722+06:00,b38d3c12-d389-4843-be89-1bee9b90c7b8,,91,ukhiya,ranta_palong,,yes,40,21.283904999999997 92.13913166666667 22.6 4.9,21.283905,92.13913167,uuid_286,286
18/08/2019,2019-08-18T14:02:53.535+06:00,8.63956E+14,2019-08-18T15:04:51.359+06:00,cb05f9c2-fbe4-4dd9-9863-e32efc688426,,151,teknaf,whykong,,yes,60,21.02328333333333 92.18683333333333 25.5 4.9,21.02328333,92.18683333,uuid_287,287
27/08/2019,2019-08-27T13:08:01.786+06:00,8.60323E+14,2019-08-27T14:22:12.396+06:00,89d48115-42a4-48bd-b28e-a09c216b1ca2,,85,ukhiya,jalia_palong,,yes,42,21.26109666666667 92.05686499999999 216.2 4.1,21.26109667,92.056865,uuid_288,288
27/08/2019,2019-08-27T10:48:36.782+06:00,8.63956E+14,2019-08-27T11:31:42.867+06:00,7c5da507-3934-4a52-b6f6-dbd6b07848de,,62,ukhiya,jalia_palong,,yes,48,21.22979 92.05296333333332 45.0 4.7,21.22979,92.05296333,uuid_289,289
27/08/2019,2019-08-27T13:27:22.352+06:00,8.65313E+14,2019-08-27T14:05:23.113+06:00,b7931b9b-3971-40ed-8cb2-3881f7ecad87,,75,ukhiya,jalia_palong,,yes,65,21.282046666666663 92.05657166666667 8.5 4.8,21.28204667,92.05657167,uuid_290,290
22/08/2019,2019-08-22T14:05:46.058+06:00,8.65313E+14,2019-08-22T14:46:18.626+06:00,e3441637-9692-4a87-a8bc-c5ce0298aef1,,75,ukhiya,haldia_palong,,yes,21,21.306330000000003 92.10906000000001 28.3 4.4,21.30633,92.10906,uuid_291,291
27/08/2019,2019-08-27T11:08:26.690+06:00,8.63956E+14,2019-08-27T11:59:11.383+06:00,5e7dba11-8ce4-45df-bfff-e5b36dcb0d31,,73,ukhiya,jalia_palong,,yes,30,21.21583333333333 92.04982333333334 -9.3 3.0,21.21583333,92.04982333,uuid_292,292
28/08/2019,2019-08-28T09:20:18.848+06:00,8.63956E+14,2019-08-28T09:58:38.262+06:00,c5ff45ff-8e15-46b5-80c1-6a828e2ed509,,37,ukhiya,jalia_palong,,yes,50,21.285343333333337 92.082185 36.0 4.8,21.28534333,92.082185,uuid_293,293
17/08/2019,2019-08-17T10:52:34.747+06:00,8.63956E+14,2019-08-17T11:35:41.890+06:00,401588d2-dbb4-4bc5-a679-c23b75b853c8,,91,teknaf,nhilla,,yes,33,21.005343333333332 92.25324666666666 1.5 4.9,21.00534333,92.25324667,uuid_294,294
17/08/2019,2019-08-17T12:18:04.867+06:00,3.53883E+14,2019-08-17T13:15:00.232+06:00,662a004a-4285-4a1d-9633-a97519b44b6f,,1019,teknaf,whykong,,yes,50,21.091726122090325 92.2117710871674 -48.58547275061409 4.0,21.09172612,92.21177109,uuid_295,295
08/09/2019,2019-09-08T10:29:37.665+06:00,8.63956E+14,2019-09-08T11:09:31.435+06:00,ef759ed2-d920-40fa-b9de-ec87daac509b,,37,teknaf,teknaf_pourasabha,,yes,70,20.864933333333337 92.302575 21.8 3.0,20.86493333,92.302575,uuid_296,296
09/09/2019,2019-09-09T09:47:59.460+06:00,8.63956E+14,2019-09-09T10:30:16.676+06:00,98ab2f50-2577-43be-b86e-41a9a75b1d1b,,54,teknaf,teknaf_pourasabha,,yes,25,20.85961166666667 92.29384833333333 11.4 4.9,20.85961167,92.29384833,uuid_297,297
08/09/2019,2019-09-08T12:27:55.806+06:00,8.63956E+14,2019-09-08T13:07:35.981+06:00,5f9b5960-cfd5-4517-8433-5d5ecde594a5,,31,teknaf,teknaf_pourasabha,,yes,28,20.864566666666665 92.30269833333332 13.2 4.9,20.86456667,92.30269833,uuid_298,298
08/08/2019,2019-08-08T12:29:22.629+06:00,3.52083E+14,2019-08-08T12:58:20.742+06:00,744a6362-e946-4436-95f2-5d0dec29b036,,1036,teknaf,teknaf,,yes,28,20.878868249446633 92.26072626578186 -38.38937743530239 4.0,20.87886825,92.26072627,uuid_299,299
07/08/2019,2019-08-07T11:17:29.947+06:00,3.55316E+14,2019-08-07T12:21:30.301+06:00,2be3ad14-9a5a-4783-8313-eef4bede735e,,28,teknaf,baharchara,,yes,40,20.910504249769794 92.23617399475388 -48.86907904631239 4.0,20.91050425,92.23617399,uuid_300,300
21/08/2019,2019-08-21T13:04:19.493+06:00,8.63956E+14,2019-08-21T13:45:24.061+06:00,b3a99660-cf8b-42b6-b36b-639bdb2d3858,,31,ukhiya,raja_palong,,yes,40,21.246111666666668 92.12968666666666 25.1 4.8,21.24611167,92.12968667,uuid_301,301
08/09/2019,2019-09-08T10:59:53.779+06:00,3.52083E+14,2019-09-08T12:00:43.536+06:00,046fec7f-2e45-4d7a-a5e8-3cad2053c3ea,,18,teknaf,teknaf_pourasabha,,yes,19,20.87732725632071 92.29744240507485 -49.92917191399735 4.0,20.87732726,92.29744241,uuid_302,302
20/08/2019,2019-08-20T12:49:16.597+06:00,8.63956E+14,2019-08-20T13:49:48.928+06:00,78d4daaf-5d8d-483b-b97b-070617e5d041,,18,ukhiya,raja_palong,,yes,31,21.220280000000002 92.16578333333334 -105.1 4.6,21.22028,92.16578333,uuid_303,303
21/08/2019,2019-08-21T14:36:18.008+06:00,8.65313E+14,2019-08-21T15:33:08.149+06:00,44718e50-47ec-4eaf-87a5-dd38aefb7030,,3052,ukhiya,raja_palong,,yes,44,21.241290000000003 92.12625833333335 40.8 2.8,21.24129,92.12625833,uuid_304,304
20/08/2019,2019-08-20T11:08:08.475+06:00,8.63956E+14,2019-08-20T11:54:05.136+06:00,40784acd-f70d-4909-85ea-13e2188f3b58,,31,ukhiya,raja_palong,,yes,40,21.249050000000004 92.13714166666665 27.3 5.0,21.24905,92.13714167,uuid_305,305
22/08/2019,2019-08-22T12:20:15.063+06:00,8.63956E+14,2019-08-22T13:01:28.769+06:00,958e1cd1-c1d1-4b93-a257-8a23344a3289,,3015,ukhiya,haldia_palong,,yes,19,21.302506666666666 92.09201999999999 41.5 3.1,21.30250667,92.09202,uuid_306,306
21/08/2019,2019-08-21T12:46:27.318+06:00,3.53883E+14,2019-08-21T13:33:13.521+06:00,20e37da1-f5c0-4bbf-b402-7eb2f8f27f7d,,3033,ukhiya,raja_palong,,yes,30,21.230581937492424 92.1666750120981 -39.772119153041466 4.0,21.23058194,92.16667501,uuid_307,307
01/09/2019,2019-09-01T09:42:46.482+06:00,8.63956E+14,2019-09-01T10:28:09.657+06:00,dae0acb0-c68e-44e8-b51d-2e7b574c4575,,54,teknaf,sabrang,,yes,55,20.821868333333335 92.29644000000002 46.7 4.2,20.82186833,92.29644,uuid_308,308
08/08/2019,2019-08-08T13:35:00.851+06:00,8.63956E+14,2019-08-08T14:19:03.259+06:00,4f5df277-c5d4-49ac-8822-3d26072aa8fe,,18,teknaf,teknaf,,yes,34,20.846713333333334 92.30081166666666 7.4 4.8,20.84671333,92.30081167,uuid_309,309
01/09/2019,2019-09-01T12:21:13.351+06:00,8.63956E+14,2019-09-01T13:07:23.872+06:00,984f3631-3230-4551-9f46-ef2aa6f2c46a,,151,teknaf,sabrang,,yes,50,20.800496666666664 92.313815 24.0 4.8,20.80049667,92.313815,uuid_310,310
08/08/2019,2019-08-08T11:56:35.993+06:00,8.63956E+14,2019-08-08T12:49:37.372+06:00,a828ca64-6048-49ec-8d24-af62a666457f,,18,teknaf,teknaf,,yes,30,20.84937166666667 92.29543166666666 8.1 4.9,20.84937167,92.29543167,uuid_311,311
08/09/2019,2019-09-08T11:24:42.768+06:00,8.60323E+14,2019-09-08T12:08:05.482+06:00,bb03d2a9-c5d9-4bb1-937d-6863e43f25e9,,83,teknaf,teknaf_pourasabha,,yes,42,20.857895 92.30189666666665 -11.3 4.9,20.857895,92.30189667,uuid_312,312
22/08/2019,2019-08-22T10:09:58.066+06:00,8.63128E+14,2019-08-22T11:04:22.469+06:00,e6d45ad3-7b31-4305-b296-e0af55ee3b35,,2045,ukhiya,haldia_palong,,yes,32,21.28425333333333 92.09345833333333 15.3 4.9,21.28425333,92.09345833,uuid_313,313
17/08/2019,2019-08-17T12:16:01.252+06:00,8.60323E+14,2019-08-17T12:52:43.116+06:00,f8acc52a-bb98-40b0-95b7-de9446afe06b,,83,teknaf,nhilla,,yes,30,21.045611666666666 92.23016333333335 9.9 2.7,21.04561167,92.23016333,uuid_314,314
20/08/2019,2019-08-20T10:14:59.939+06:00,8.63956E+14,2019-08-20T10:52:20.293+06:00,652f60bc-ed14-4ee1-a79a-954641222fee,,78,ukhiya,palong_khali,,yes,18,21.269431666666666 92.07594666666667 15.2 3.8,21.26943167,92.07594667,uuid_315,315
21/08/2019,2019-08-21T12:04:58.184+06:00,8.63956E+14,2019-08-21T12:47:00.372+06:00,996eea9b-0874-4834-a192-07ffe4a90e8f,,31,ukhiya,raja_palong,,yes,60,21.244748333333337 92.13017833333333 -54.0 3.8,21.24474833,92.13017833,uuid_316,316
22/08/2019,2019-08-22T10:34:48.529+06:00,3.53883E+14,2019-08-22T11:21:24.012+06:00,ba4d34e8-3b9a-4c51-8936-2c7fe1af24e9,,2017,ukhiya,ranta_palong,,yes,48,21.274440953311125 92.1582723314456 -34.841506577988206 4.0,21.27444095,92.15827233,uuid_317,317
09/09/2019,2019-09-09T12:52:33.801+06:00,8.65313E+14,2019-09-09T13:32:17.400+06:00,058784c4-01bf-4ef5-9489-1d1f05c89984,,75,teknaf,teknaf_pourasabha,,yes,26,20.862736666666667 92.29685833333333 29.2 4.0,20.86273667,92.29685833,uuid_318,318
07/08/2019,2019-08-07T11:12:23.302+06:00,3.52083E+14,2019-08-07T12:41:24.169+06:00,72dac21e-74db-4013-a21b-7d63ca1e1f34,,1008,teknaf,baharchara,,yes,25,21.037316462359595 92.17448383020731 -50.87345188273433 4.0,21.03731646,92.17448383,uuid_319,319
24/08/2019,2019-08-24T13:26:58.645+06:00,3.52083E+14,2019-08-24T14:18:46.347+06:00,c5b92b49-c362-4a91-ba25-bcb2f3826ecc,,2028,teknaf,sabrang,,yes,25,20.83217869327897 92.29334813337718 -49.152036831569454 4.0,20.83217869,92.29334813,uuid_320,320
08/08/2019,2019-08-08T11:54:18.190+06:00,3.52083E+14,2019-08-08T12:37:03.279+06:00,5f3049f6-5ba6-48df-9ed6-c1a3df90172d,,106,teknaf,teknaf,,yes,22,20.87134210802387 92.27473120197533 -39.82853304648775 4.0,20.87134211,92.2747312,uuid_321,321
27/08/2019,2019-08-27T10:08:25.962+06:00,8.63956E+14,2019-08-27T10:56:24.922+06:00,32f50948-027f-4ac0-bf38-c36cfa687c20,,91,ukhiya,jalia_palong,,yes,60,21.25186833333333 92.05328166666668 16.9 3.4,21.25186833,92.05328167,uuid_322,322
28/08/2019,2019-08-28T10:49:19.935+06:00,8.63956E+14,2019-08-28T11:35:24.820+06:00,5fe46fd2-52a1-4daa-8636-1645e4c71f09,,42,ukhiya,jalia_palong,,yes,50,21.287445 92.05771166666666 16.5 2.4,21.287445,92.05771167,uuid_323,323
21/08/2019,2019-08-21T11:36:33.071+06:00,8.63956E+14,2019-08-21T12:34:57.113+06:00,8601b69d-3062-45e8-a087-1d14b3ad3294,,91,ukhiya,ranta_palong,,yes,40,21.284398333333336 92.13626000000001 38.2 4.9,21.28439833,92.13626,uuid_324,324
20/08/2019,2019-08-20T12:39:50.787+06:00,8.63819E+14,2019-08-20T13:25:49.499+06:00,9cbfeb4e-7ac7-4d4e-8637-036caa28af4e,,28,ukhiya,raja_palong,,yes,50,21.250135 92.17778333333332 12.8 4.6,21.250135,92.17778333,uuid_325,325
08/09/2019,2019-09-08T13:02:10.847+06:00,8.65313E+14,2019-09-08T13:42:56.219+06:00,cd3b572f-4f5e-4505-98d3-1a48b8c0cd50,,75,teknaf,teknaf_pourasabha,,yes,35,20.86231 92.29921 -5.6 4.4,20.86231,92.29921,uuid_326,326
18/08/2019,2019-08-18T10:23:45.322+06:00,8.63956E+14,2019-08-18T16:55:30.986+06:00,1cc63e83-1871-4e5d-ad21-9f174dd073fc,,93,teknaf,whykong,,yes,36,21.044638333333335 92.17708499999999 20.5 2.4,21.04463833,92.177085,uuid_327,327
28/08/2019,2019-08-28T11:21:18.172+06:00,8.63956E+14,2019-08-28T12:01:40.801+06:00,13f6737f-c124-4a10-9185-814aa13ded49,,91,ukhiya,jalia_palong,,yes,40,21.269028333333335 92.08899000000001 -1.7 4.6,21.26902833,92.08899,uuid_328,328
09/09/2019,2019-09-09T11:03:11.509+06:00,3.52083E+14,2019-09-09T11:50:17.496+06:00,8eb90bab-a14b-422c-aa1a-aba8568e644f,,110,teknaf,teknaf_pourasabha,,yes,35,20.853596251280226 92.29254691339682 21.858100642561116 4.0,20.85359625,92.29254691,uuid_329,329
21/08/2019,2019-08-21T14:20:52.609+06:00,8.63956E+14,2019-08-21T15:01:23.951+06:00,175ea5ea-8bbd-4f2e-a65f-3f30533894d9,,42,ukhiya,palong_khali,,yes,30,21.167976666666664 92.11915166666668 19.6 2.8,21.16797667,92.11915167,uuid_330,330
21/08/2019,2019-08-21T13:39:50.521+06:00,8.63956E+14,2019-08-21T14:24:14.417+06:00,19e777f2-8316-4aae-a9e3-f8201187b764,,2038,ukhiya,raja_palong,,yes,50,21.266784999999995 92.10855500000001 16.0 5.0,21.266785,92.108555,uuid_331,331
08/08/2019,2019-08-08T14:14:02.939+06:00,3.52083E+14,2019-08-08T15:07:04.454+06:00,eb957fe1-9772-448f-9427-2799303dc6da,,2017,teknaf,teknaf,,yes,26,20.966898559363855 92.24769343213539 -35.73921389638871 4.0,20.96689856,92.24769343,uuid_332,332
17/08/2019,2019-08-17T12:18:24.784+06:00,8.63956E+14,2019-08-17T13:05:15.825+06:00,71518cb5-c9a6-4c85-9616-9127d2471947,,12,teknaf,nhilla,,yes,50,20.972448333333332 92.25179666666666 -12.9 2.3,20.97244833,92.25179667,uuid_333,333
18/08/2019,2019-08-18T12:13:33.902+06:00,8.63956E+14,2019-08-18T12:56:50.686+06:00,a3fd7b39-a631-487d-9057-e76cd0aaac12,,12,teknaf,whykong,,yes,45,21.117231666666665 92.19459833333333 22.8 5.0,21.11723167,92.19459833,uuid_334,334
19/08/2019,2019-08-19T10:54:15.778+06:00,8.63956E+14,2019-08-19T11:36:03.278+06:00,a7c0cd96-5d23-49e4-b451-71cc678fab4a,,37,teknaf,whykong,,yes,21,21.137881666666665 92.158235 33.4 3.8,21.13788167,92.158235,uuid_335,335
08/08/2019,2019-08-08T10:51:50.780+06:00,8.60323E+14,2019-08-08T11:26:04.055+06:00,e8114cbf-0764-46a3-b93d-64cffeca734c,,2038,teknaf,teknaf,,yes,40,21.001204999999995 92.19504333333335 -10.0 4.8,21.001205,92.19504333,uuid_336,336
21/08/2019,2019-08-21T10:54:31.108+06:00,8.63956E+14,2019-08-21T11:40:12.922+06:00,ca722d19-f7f3-4eb2-861b-9db23e8084b6,,78,ukhiya,ranta_palong,,yes,25,21.279443333333333 92.12598833333335 -4.5 4.9,21.27944333,92.12598833,uuid_337,337
24/08/2019,2019-08-24T10:31:19.600+06:00,8.63956E+14,2019-08-24T11:26:47.294+06:00,680541f0-05c3-4d9d-934e-9ff36a20ee9b,,115,teknaf,sabrang,,yes,45,20.82953 92.30234999999999 5.8 4.7,20.82953,92.30235,uuid_338,338
07/08/2019,2019-08-07T12:00:29.578+06:00,3.55316E+14,2019-08-07T12:35:50.907+06:00,e8d66146-8198-4cb7-a7f3-586ee2136e1c,,3031,teknaf,baharchara,,yes,25,20.934088531143043 92.21905350218647 -38.48928988111865 4.0,20.93408853,92.2190535,uuid_339,339
22/08/2019,2019-08-22T10:07:04.566+06:00,8.63956E+14,2019-08-22T10:50:38.768+06:00,2d440bc9-2171-4623-ae73-20b1885a702c,,2028,ukhiya,ranta_palong,,yes,35,21.27428166666667 92.14306333333334 9.8 2.9,21.27428167,92.14306333,uuid_340,340
19/08/2019,2019-08-19T12:03:49.191+06:00,8.63956E+14,2019-08-19T12:48:03.560+06:00,da0c9724-d9c4-40ef-90ac-82e65be2fc79,,80,teknaf,whykong,,yes,54,21.132859999999997 92.189905 16.1 2.2,21.13286,92.189905,uuid_341,341
20/08/2019,2019-08-20T13:37:45.628+06:00,8.63128E+14,2019-08-20T14:18:38.641+06:00,8ae2ffc7-1c82-4565-92a8-9712317803a1,,25,ukhiya,raja_palong,,yes,45,21.261556666666667 92.16463999999999 22.3 2.8,21.26155667,92.16464,uuid_342,342
24/08/2019,2019-08-24T11:33:55.482+06:00,8.63956E+14,2019-08-24T12:37:07.755+06:00,7eec0685-3b69-4995-b6d9-76ab606b9f23,,18,teknaf,sabrang,,yes,32,20.810238333333338 92.31073166666665 5.7 5.0,20.81023833,92.31073167,uuid_343,343
09/09/2019,2019-09-09T10:53:53.559+06:00,8.63956E+14,2019-09-09T11:45:22.173+06:00,e058f61c-8957-4f74-a56e-329e9707e4fc,,12,teknaf,teknaf_pourasabha,,yes,20,20.864876666666667 92.28532333333332 16.2 4.9,20.86487667,92.28532333,uuid_344,344
22/08/2019,2019-08-22T11:08:25.159+06:00,8.63956E+14,2019-08-22T12:01:30.459+06:00,764c2dce-706e-4052-997e-15f489074c66,,3015,ukhiya,haldia_palong,,yes,69,21.301186666666663 92.09607166666667 11.4 4.8,21.30118667,92.09607167,uuid_345,345
21/08/2019,2019-08-21T13:07:55.151+06:00,8.63819E+14,2019-08-21T13:48:34.961+06:00,87ee1e95-5963-42c7-b45f-c5a739a8edce,,28,ukhiya,raja_palong,,yes,28,21.246989999999997 92.13452666666666 14.0 3.4,21.24699,92.13452667,uuid_346,346
21/08/2019,2019-08-21T11:51:33.245+06:00,8.63956E+14,2019-08-21T12:43:30.874+06:00,5ed413f9-0cd4-4511-b386-7485e872b708,,2028,ukhiya,ranta_palong,,yes,37,21.275916666666664 92.10673666666668 -7.3 3.6,21.27591667,92.10673667,uuid_347,347
24/08/2019,2019-08-24T12:10:41.424+06:00,8.63956E+14,2019-08-24T12:50:26.763+06:00,61953b12-e752-4294-9d6d-9e905859deeb,,3055,teknaf,sabrang,,yes,45,20.803530000000002 92.31730999999999 -2.4 4.8,20.80353,92.31731,uuid_348,348
22/08/2019,2019-08-22T13:18:34.764+06:00,8.63956E+14,2019-08-22T14:04:46.514+06:00,0896c0e6-3466-4619-8dc2-f3b39dd25a15,,3015,ukhiya,haldia_palong,,yes,56,21.300066666666666 92.09306166666666 25.0 4.9,21.30006667,92.09306167,uuid_349,349
28/08/2019,2019-08-28T10:00:25.763+06:00,8.63956E+14,2019-08-28T10:42:18.722+06:00,bdacf02c-62ec-4719-8ba6-7551fca241aa,,37,ukhiya,jalia_palong,,yes,23,21.286931666666668 92.08220666666666 47.5 3.8,21.28693167,92.08220667,uuid_350,350
07/08/2019,2019-08-07T13:46:21.291+06:00,3.55316E+14,2019-08-07T14:29:50.289+06:00,3ac2fd86-52e8-4fbc-86ab-b0c5af0a7e8b,,3031,teknaf,baharchara,,yes,48,20.93226031853891 92.21940742121129 -32.70570856773664 4.0,20.93226032,92.21940742,uuid_351,351
19/08/2019,2019-08-19T13:37:51.297+06:00,8.63956E+14,2019-08-19T14:30:24.675+06:00,3e0a8de0-d290-48ee-9676-95270646d9d2,,91,teknaf,whykong,,yes,35,21.136763333333338 92.16402666666666 19.2 2.3,21.13676333,92.16402667,uuid_352,352
08/09/2019,2019-09-08T11:12:22.357+06:00,8.63956E+14,2019-09-08T11:58:50.208+06:00,fb2af848-84ed-4c73-9c61-ca1af73a632f,,12,teknaf,teknaf_pourasabha,,yes,45,20.865321666666667 92.30315 1.2 5.0,20.86532167,92.30315,uuid_353,353
07/08/2019,2019-08-07T13:54:51.758+06:00,8.63956E+14,2019-08-07T14:32:55.623+06:00,e97f141c-b0d9-4f0d-91f8-9fe67071a908,,31,teknaf,teknaf,,yes,40,20.978943333333337 92.20108166666665 15.3 5.0,20.97894333,92.20108167,uuid_354,354
09/09/2019,2019-09-09T11:55:29.576+06:00,3.52083E+14,2019-09-09T12:35:07.861+06:00,842067d7-5a54-41d0-bd18-971586df1f81,,110,teknaf,teknaf_pourasabha,,yes,42,20.853469332151132 92.29282853828943 -42.695120149361124 4.0,20.85346933,92.29282854,uuid_355,355
09/09/2019,2019-09-09T11:14:23.415+06:00,8.63956E+14,2019-09-09T12:03:50.805+06:00,bec410a8-34e4-4631-9a2c-86f8144a6d64,,13,teknaf,teknaf_pourasabha,,yes,60,20.856558333333336 92.28908833333335 -46.6 4.1,20.85655833,92.28908833,uuid_356,356
19/08/2019,2019-08-19T12:50:00.923+12:00,8.63956E+14,2019-08-19T13:31:01.325+12:00,431245f1-f823-48d6-9e58-1c34fca4c15b,,42,ukhiya,palong_khali,,yes,29,21.150576666666666 92.16887166666666 6.6 4.9,21.15057667,92.16887167,uuid_357,357
21/08/2019,2019-08-21T10:26:48.255+06:00,8.60323E+14,2019-08-21T11:05:31.494+06:00,6f35ee14-01f0-44a5-8cde-7472e4ac1f3d,,3047,ukhiya,ranta_palong,,yes,38,21.28980333333333 92.13048833333332 12.9 4.1,21.28980333,92.13048833,uuid_358,358
08/08/2019,2019-08-08T10:38:36.329+06:00,8.63956E+14,2019-08-08T11:19:38.154+06:00,d1182aae-fb97-4bb8-a66a-6e01c66d8b02,,151,teknaf,teknaf,,yes,25,20.843028333333336 92.28273666666668 14.5 4.9,20.84302833,92.28273667,uuid_359,359
22/08/2019,2019-08-22T14:07:18.650+06:00,8.63956E+14,2019-08-22T14:52:43.002+06:00,7fce7e5b-17ce-472c-80be-8472a16036a6,,1008,ukhiya,haldia_palong,,yes,38,21.30139 92.08947500000001 13.6 5.0,21.30139,92.089475,uuid_360,360
20/08/2019,2019-08-20T13:36:24.624+06:00,3.52083E+14,2019-08-20T14:15:53.131+06:00,24d67aa6-0290-462c-80e4-0d5fb29fc4a4,,1004,ukhiya,palong_khali,,yes,28,21.168628766794374 92.12029033322038 -29.691930915252883 4.0,21.16862877,92.12029033,uuid_361,361
09/09/2019,2019-09-09T09:45:14.563+06:00,8.63956E+14,2019-09-09T10:22:50.057+06:00,e204d41e-92f9-4441-9c09-9d0c10aabc32,,83,teknaf,teknaf_pourasabha,,yes,26,20.862373333333334 92.29367500000002 7.8 4.6,20.86237333,92.293675,uuid_362,362
09/09/2019,2019-09-09T10:46:02.473+06:00,8.63956E+14,2019-09-09T11:27:07.754+06:00,3519b451-0da9-4c18-8783-bacb5456b807,,78,teknaf,teknaf,,yes,27,20.859945 92.28911166666667 12.9 5.0,20.859945,92.28911167,uuid_363,363
20/08/2019,2019-08-20T13:23:41.136+06:00,8.63956E+14,2019-08-20T14:11:46.202+06:00,7a72f602-5bd4-489c-b633-a8a3d3dbb870,,62,ukhiya,raja_palong,,yes,76,21.24442333333333 92.13782333333332 13.3 5.0,21.24442333,92.13782333,uuid_364,364
08/08/2019,2019-08-08T14:00:28.996+06:00,3.55316E+14,2019-08-08T14:45:02.879+06:00,9d2444c8-ecdd-4218-ac67-d3812bceb64b,,28,teknaf,teknaf,,yes,45,20.966753280820615 92.2468663205134 -33.77519197201064 4.0,20.96675328,92.24686632,uuid_365,365
27/08/2019,2019-08-27T09:04:58.944+06:00,8.63956E+14,2019-08-27T09:51:04.524+06:00,bb63b8f7-ed26-4c88-8160-e9b06a9d3c30,,54,ukhiya,jalia_palong,,yes,24,21.2581 92.05157499999999 77.9 4.9,21.2581,92.051575,uuid_366,366
27/08/2019,2019-08-27T09:24:52.425+12:00,8.63956E+14,2019-08-27T10:28:44.720+12:00,71b95bc7-59b5-4598-acc3-82094d93a5d7,,115,ukhiya,jalia_palong,,yes,35,21.096393333333335 92.12565333333332 11.2 4.8,21.09639333,92.12565333,uuid_367,367
22/08/2019,2019-08-22T12:43:30.495+06:00,8.63956E+14,2019-08-22T13:27:49.333+06:00,61b4095f-9664-4e93-802e-6016ef5f6bd7,,1008,ukhiya,haldia_palong,,yes,30,21.306420000000003 92.08808333333333 12.8 2.4,21.30642,92.08808333,uuid_368,368
01/09/2019,2019-09-01T10:15:29.225+06:00,8.63956E+14,2019-09-01T10:55:24.085+06:00,435668e2-9817-48a6-bc9a-ffc44e4aa2d5,,91,teknaf,sabrang,,yes,60,20.837263333333333 92.28664500000001 -15.6 4.8,20.83726333,92.286645,uuid_369,369
20/08/2019,2019-08-20T14:06:29.034+06:00,8.63956E+14,2019-08-20T14:45:59.958+06:00,ebbfb5ae-f5bd-4acf-a8a2-a3a706abf8f7,,120,ukhiya,raja_palong,,yes,23,21.249708333333334 92.13991166666668 47.6 5.0,21.24970833,92.13991167,uuid_370,370
08/08/2019,2019-08-08T13:11:41.142+06:00,3.52083E+14,2019-08-08T14:03:57.198+06:00,0cc23b44-927b-4e37-a821-7ee8528c455a,,83,teknaf,teknaf_pourasabha,,yes,51,20.87773531415187 92.2916787807115 -34.60857472762897 4.0,20.87773531,92.29167878,uuid_371,371
17/08/2019,2019-08-17T11:06:47.495+06:00,8.63128E+14,2019-08-17T11:50:14.056+06:00,c6c7580b-4425-4027-82aa-6e047c1bce09,,93,teknaf,nhilla,,yes,65,21.053541666666668 92.22562500000001 23.4 2.6,21.05354167,92.225625,uuid_372,372
17/08/2019,2019-08-17T13:14:48.537+06:00,8.63956E+14,2019-08-17T13:49:52.175+06:00,d72873fc-5efd-4cd0-882d-36db45375b76,,3068,teknaf,nhilla,,yes,35,21.013806666666664 92.24449000000001 -46.0 4.9,21.01380667,92.24449,uuid_373,373
